gridSize,blue,red,flag,instructionCount,bblCount
18,2,10,A,24908755,2780052
18,3,1,A,2833119,307563
18,3,2,A,3545415,385657
18,3,3,A,5117354,558857
18,3,4,A,6275326,689380
18,3,5,A,8392082,925026
18,3,6,A,12388274,1376162
18,3,7,A,14597479,1620965
18,3,8,A,16938952,1883204
18,3,9,A,21055436,2344648
18,3,10,A,26040551,2904115
18,4,1,A,4670160,511856
18,4,2,A,5359226,587356
18,4,3,A,6773205,743046
18,4,4,A,8160372,898599
18,4,5,A,10276877,1134192
18,4,6,A,14210129,1578162
18,4,7,A,16415539,1822476
18,4,8,A,18684504,2076437
18,4,9,A,22673305,2523421
18,4,10,A,27851105,3104219
18,5,1,A,6779812,748821
18,5,2,A,7434520,820705
18,5,3,A,8609513,949820
18,5,4,A,10192715,1126336
18,5,5,A,12403963,1372997
18,5,6,A,15923990,1768682
18,5,7,A,18632616,2070525
18,5,8,A,21225369,2360968
18,5,9,A,25336699,2821682
18,5,10,A,29385589,3274395
18,6,1,A,7911213,873083
18,6,2,A,8549430,943215
18,6,3,A,9671409,1066431
18,6,4,A,11119148,1227360
18,6,5,A,13020501,1438424
18,6,6,A,16519656,1832190
18,6,7,A,18897612,2095929
18,6,8,A,22148724,2461403
18,6,9,A,26440926,2942208
18,6,10,A,29076273,3234014
18,7,1,A,12221394,1358619
18,7,2,A,12874445,1430067
18,7,3,A,14045174,1558569
18,7,4,A,15624296,1734356
18,7,5,A,17815391,1978540
18,7,6,A,21318641,2372253
18,7,7,A,24010754,2671881
18,7,8,A,26590147,2960328
18,7,9,A,30575858,3406363
18,7,10,A,34634931,3859902
18,8,1,A,15760512,1755233
18,8,2,A,16415390,1826843
18,8,3,A,17580179,1954589
18,8,4,A,19159241,2130214
18,8,5,A,21344720,2373663
18,8,6,A,24860410,2768392
18,8,7,A,27553993,3067864
18,8,8,A,30090619,3351701
18,8,9,A,34132873,3803425
18,8,10,A,38138972,4250563
18,9,1,A,17766259,1982226
18,9,2,A,18389280,2050263
18,9,3,A,19474106,2169121
18,9,4,A,20851004,2321623
18,9,5,A,22611080,2516303
18,9,6,A,25958446,2892260
18,9,7,A,28256787,3146508
18,9,8,A,31226785,3479479
18,9,9,A,35685266,3977674
18,9,10,A,37637516,4190578
18,10,1,A,22415586,2501336
18,10,2,A,23053206,2570868
18,10,3,A,24152328,2691147
18,10,4,A,25573277,2848398
18,10,5,A,27447089,3055780
18,10,6,A,30910484,3444740
18,10,7,A,33270767,3705737
18,10,8,A,36414188,4058197
18,10,9,A,40644673,4529950
18,10,10,A,43148670,4806203
19,1,1,A,759818,78618
19,1,2,A,1434908,152208
19,1,3,A,3115938,337599
19,1,4,A,4608584,502672
19,1,5,A,6938966,762227
19,1,6,A,9260365,1020641
19,1,7,A,11997385,1326826
19,1,8,A,16066822,1789376
19,1,9,A,16323992,1809735
19,1,10,A,21051918,2339001
19,2,1,A,1695224,181256
19,2,2,A,2381249,255969
19,2,3,A,4062381,441372
19,2,4,A,5502369,600825
19,2,5,A,7805584,857495
19,2,6,A,10102143,1113203
19,2,7,A,12817616,1417054
19,2,8,A,16855163,1875959
19,2,9,A,17108832,1896012
19,2,10,A,21850833,2426661
19,3,1,A,4728687,522267
19,3,2,A,5418022,597304
19,3,3,A,7055702,777830
19,3,4,A,8503538,937823
19,3,5,A,10560198,1166737
19,3,6,A,12736909,1408906
19,3,7,A,15232824,1687851
19,3,8,A,19027197,2119169
19,3,9,A,19296859,2141013
19,3,10,A,24142872,2683342
19,4,1,A,7373088,815154
19,4,2,A,8081807,892181
19,4,3,A,9762939,1077584
19,4,4,A,10775402,1189165
19,4,5,A,12733186,1407247
19,4,6,A,14923534,1651211
19,4,7,A,17292283,1916266
19,4,8,A,20956507,2332999
19,4,9,A,21219438,2354220
19,4,10,A,26114253,2901706
19,5,1,A,10516836,1168520
19,5,2,A,11164353,1238905
19,5,3,A,12676643,1405366
19,5,4,A,14410377,1596865
19,5,5,A,16391093,1817476
19,5,6,A,18341606,2034291
19,5,7,A,20489451,2274407
19,5,8,A,23923838,2664958
19,5,9,A,24183879,2685713
19,5,10,A,29182231,3244921
19,6,1,A,13540250,1502975
19,6,2,A,14212245,1576112
19,6,3,A,15785528,1749385
19,6,4,A,17433012,1931462
19,6,5,A,19196549,2128157
19,6,6,A,21141795,2344715
19,6,7,A,23015444,2554397
19,6,8,A,26088321,2903930
19,6,9,A,26345103,2924507
19,6,10,A,31537025,3505151
19,7,1,A,15966590,1772862
19,7,2,A,16588696,1840485
19,7,3,A,18030593,1999059
19,7,4,A,19855978,2200953
19,7,5,A,21951562,2434239
19,7,6,A,23802300,2640077
19,7,7,A,25566656,2837418
19,7,8,A,28744950,3199154
19,7,9,A,29005046,3220126
19,7,10,A,34099520,3789539
19,8,1,A,19239198,2141825
19,8,2,A,19868237,2210056
19,8,3,A,21177999,2353944
19,8,4,A,22982895,2553565
19,8,5,A,25454728,2828470
19,8,6,A,27772523,3086179
19,8,7,A,29917500,3325855
19,8,8,A,32388298,3606747
19,8,9,A,32619654,3624521
19,8,10,A,38172550,4246113
19,9,1,A,21046135,2343854
19,9,2,A,21660453,2410430
19,9,3,A,22830323,2538716
19,9,4,A,24641893,2739084
19,9,5,A,26935838,2993855
19,9,6,A,29404330,3268390
19,9,7,A,32317009,3593566
19,9,8,A,35582015,3963045
19,9,9,A,35804685,3979630
19,9,10,A,41248180,4588527
19,10,1,A,26796958,2988161
19,10,2,A,27421167,3055720
19,10,3,A,28656062,3191084
19,10,4,A,30442629,3388615
19,10,5,A,32855821,3656496
19,10,6,A,35277970,3925730
19,10,7,A,38019382,4231894
19,10,8,A,40109810,4468973
19,10,9,A,40323042,4484715
19,10,10,A,45983340,5117790
20,1,1,A,968291,101246
20,1,2,A,2298071,248608
20,1,3,A,4655368,511821
20,1,4,A,7157008,790696
20,1,5,A,9566827,1059100
20,1,6,A,14869988,1652264
20,1,7,A,17110470,1903291
20,1,8,A,20223549,2252427
20,1,9,A,27621384,3085561
20,1,10,A,31259338,3499784
20,2,1,A,1703968,181987
20,2,2,A,3028395,328581
20,2,3,A,5422520,595739
20,2,4,A,7904763,872501
20,2,5,A,10302356,1139606
20,2,6,A,15654081,1737909
20,2,7,A,17795595,1978218
20,2,8,A,20910761,2327617
20,2,9,A,28304917,3160093
20,2,10,A,31910292,3570574
20,3,1,A,3627683,395725
20,3,2,A,4906976,537345
20,3,3,A,7322615,806747
20,3,4,A,9768577,1079512
20,3,5,A,12128070,1342310
20,3,6,A,17375314,1928281
20,3,7,A,19561640,2174079
20,3,8,A,22674274,2523223
20,3,9,A,30075502,3356201
20,3,10,A,33605656,3757963
20,4,1,A,6118858,673819
20,4,2,A,7339445,809099
20,4,3,A,9750155,1077760
20,4,4,A,12260296,1357549
20,4,5,A,14754009,1635008
20,4,6,A,18641044,2069561
20,4,7,A,22223870,2470514
20,4,8,A,25340678,2820106
20,4,9,A,32735796,3652041
20,4,10,A,36026937,4026692
20,5,1,A,8524734,941822
20,5,2,A,9767014,1079450
20,5,3,A,12221725,1353021
20,5,4,A,14764141,1636250
20,5,5,A,17171501,1904161
20,5,6,A,21362877,2372864
20,5,7,A,24524251,2726636
20,5,8,A,27639713,3076028
20,5,9,A,35001251,3903963
20,5,10,A,38141579,4261401
20,6,1,A,12161918,1347277
20,6,2,A,13395980,1484007
20,6,3,A,15844180,1756875
20,6,4,A,18377722,2039108
20,6,5,A,20789194,2307444
20,6,6,A,24970021,2774940
20,6,7,A,27772934,3088461
20,6,8,A,30887708,3437717
20,6,9,A,38236111,4263836
20,6,10,A,41084732,4588365
20,7,1,A,15238737,1689452
20,7,2,A,16473462,1826278
20,7,3,A,18920606,2099041
20,7,4,A,21456360,2381533
20,7,5,A,23870562,2650181
20,7,6,A,28054485,3117950
20,7,7,A,30705609,3414088
20,7,8,A,33804111,3761541
20,7,9,A,41164014,4588765
20,7,10,A,43866639,4896681
20,8,1,A,19882370,2210740
20,8,2,A,21110451,2346637
20,8,3,A,23534534,2616568
20,8,4,A,26051328,2896924
20,8,5,A,28446598,3163539
20,8,6,A,32612969,3629338
20,8,7,A,35255058,3925068
20,8,8,A,38410839,4278503
20,8,9,A,45691557,5096592
20,8,10,A,48060555,5366942
20,9,1,A,24947867,2777348
20,9,2,A,26169661,2912406
20,9,3,A,28588196,3181598
20,9,4,A,31083540,3459338
20,9,5,A,33482970,3726360
20,9,6,A,37638849,4191045
20,9,7,A,40018878,4456853
20,9,8,A,43120436,4803972
20,9,9,A,50366261,5617867
20,9,10,A,52410999,5852135
20,10,1,A,27693312,3086934
20,10,2,A,28879564,3217909
20,10,3,A,31177174,3473629
20,10,4,A,33622242,3745833
20,10,5,A,36015806,4012034
20,10,6,A,39677436,4421198
20,10,7,A,43521379,4850111
20,10,8,A,46649409,5200326
20,10,9,A,53831979,6006427
20,10,10,A,56533997,6313079
10,1,1,B,499926,53817
10,1,2,B,279388,29465
10,1,3,B,441159,47388
10,1,4,B,688998,74155
10,1,5,B,578881,62188
10,1,6,B,724023,78058
10,1,7,B,855962,92259
10,1,8,B,1043702,112795
10,1,9,B,1065912,115164
10,1,10,B,1139541,123534
10,2,1,B,512821,55032
10,2,2,B,561256,60320
10,2,3,B,638426,68964
10,2,4,B,928303,100467
10,2,5,B,658760,70554
10,2,6,B,804128,86469
10,2,7,B,953973,102631
10,2,8,B,1134450,122366
10,2,9,B,1113578,120035
10,2,10,B,1200829,129960
10,3,1,B,841347,91419
10,3,2,B,925552,100183
10,3,3,B,1114207,120580
10,3,4,B,1310451,142207
10,3,5,B,1251871,135839
10,3,6,B,1324242,144000
10,3,7,B,1159872,125452
10,3,8,B,1377602,149060
10,3,9,B,1210700,130417
10,3,10,B,1360107,147283
10,4,1,B,1293089,140754
10,4,2,B,1572422,171321
10,4,3,B,1588622,173222
10,4,4,B,1969349,215019
10,4,5,B,2050888,223830
10,4,6,B,1512110,164385
10,4,7,B,1477089,160230
10,4,8,B,1617580,175804
10,4,9,B,1387089,149733
10,4,10,B,1489396,161154
10,5,1,B,1439000,157123
10,5,2,B,1703986,185383
10,5,3,B,1597083,173809
10,5,4,B,1952823,212468
10,5,5,B,1813671,197325
10,5,6,B,1760968,191278
10,5,7,B,2051901,223390
10,5,8,B,2285211,248641
10,5,9,B,1733688,188366
10,5,10,B,1710268,185464
10,6,1,B,1225865,133801
10,6,2,B,1363646,148601
10,6,3,B,1804569,196424
10,6,4,B,1800297,195817
10,6,5,B,1959972,213174
10,6,6,B,1911218,207702
10,6,7,B,2240370,244264
10,6,8,B,2460439,267677
10,6,9,B,1810443,196543
10,6,10,B,1792274,194125
10,7,1,B,1405872,153242
10,7,2,B,1551788,168972
10,7,3,B,2044384,222159
10,7,4,B,2417149,263194
10,7,5,B,2357662,256567
10,7,6,B,1909174,207328
10,7,7,B,2274369,247020
10,7,8,B,2551811,276934
10,7,9,B,1932754,209512
10,7,10,B,1963484,212999
10,8,1,B,1467301,159655
10,8,2,B,1591036,172929
10,8,3,B,2220526,241107
10,8,4,B,2489930,270464
10,8,5,B,3062619,332839
10,8,6,B,2956939,321283
10,8,7,B,2799941,303791
10,8,8,B,3045904,330765
10,8,9,B,1836008,198459
10,8,10,B,1999430,216682
10,9,1,B,1285440,139951
10,9,2,B,1369144,148801
10,9,3,B,1474476,160215
10,9,4,B,1703161,185149
10,9,5,B,3258402,354606
10,9,6,B,2576072,279584
10,9,7,B,2999943,325663
10,9,8,B,3119943,339609
10,9,9,B,2079190,225949
10,9,10,B,2294092,248820
10,10,1,B,2094467,228771
10,10,2,B,2211090,240898
10,10,3,B,2579146,280448
10,10,4,B,2977884,323791
10,10,5,B,3126243,340438
10,10,6,B,2543839,276579
10,10,7,B,3253123,353510
10,10,8,B,3632339,395047
10,10,9,B,2262491,245987
10,10,10,B,2445201,265265
11,1,1,B,343911,36097
11,1,2,B,476667,50193
11,1,3,B,645146,68842
11,1,4,B,778697,83384
11,1,5,B,976197,104963
11,1,6,B,1114681,120657
11,1,7,B,1175696,127173
11,1,8,B,1232432,133371
11,1,9,B,1473869,159853
11,1,10,B,1724256,187471
11,2,1,B,658917,70403
11,2,2,B,812100,86591
11,2,3,B,954950,102324
11,2,4,B,881344,94297
11,2,5,B,1158558,124800
11,2,6,B,1170584,126227
11,2,7,B,1288451,139192
11,2,8,B,1387794,150275
11,2,9,B,1678175,182190
11,2,10,B,1827848,198570
11,3,1,B,920831,99001
11,3,2,B,1105222,118392
11,3,3,B,1542821,165962
11,3,4,B,1081160,116136
11,3,5,B,1388768,150016
11,3,6,B,1394631,150868
11,3,7,B,1570798,170492
11,3,8,B,2450099,266334
11,3,9,B,1829415,199027
11,3,10,B,2078108,226493
11,4,1,B,889603,95807
11,4,2,B,984057,105520
11,4,3,B,1362900,146920
11,4,4,B,1462108,158066
11,4,5,B,1582567,170943
11,4,6,B,1846760,201242
11,4,7,B,1937233,211104
11,4,8,B,1779255,193542
11,4,9,B,2306847,251225
11,4,10,B,2652782,289294
11,5,1,B,1141424,123539
11,5,2,B,1668987,180346
11,5,3,B,1759384,190466
11,5,4,B,1809263,195992
11,5,5,B,1945253,210949
11,5,6,B,2045438,222614
11,5,7,B,2540993,276609
11,5,8,B,1993329,217030
11,5,9,B,2541914,277159
11,5,10,B,3035190,331840
11,6,1,B,1330456,144418
11,6,2,B,1368844,147916
11,6,3,B,1738127,188298
11,6,4,B,1830457,198306
11,6,5,B,2060113,223168
11,6,6,B,2480243,269607
11,6,7,B,2322289,253074
11,6,8,B,2160223,235420
11,6,9,B,2757643,300486
11,6,10,B,3050813,332584
11,7,1,B,1385439,149694
11,7,2,B,1552724,167761
11,7,3,B,1891227,204936
11,7,4,B,2105365,228293
11,7,5,B,2588594,281459
11,7,6,B,2715521,295342
11,7,7,B,3160151,344708
11,7,8,B,2280027,248681
11,7,9,B,3173624,346296
11,7,10,B,3266361,356365
11,8,1,B,1612299,174852
11,8,2,B,1702526,184247
11,8,3,B,1928135,209005
11,8,4,B,2089963,226605
11,8,5,B,2370873,257435
11,8,6,B,3349354,363829
11,8,7,B,2648788,287101
11,8,8,B,3430183,373123
11,8,9,B,2869780,312059
11,8,10,B,3141999,342477
11,9,1,B,1827929,198546
11,9,2,B,2018627,218924
11,9,3,B,2252254,244655
11,9,4,B,2383070,258783
11,9,5,B,2715772,295888
11,9,6,B,3651809,397509
11,9,7,B,2759119,300198
11,9,8,B,3644620,397085
11,9,9,B,3072602,335104
11,9,10,B,3181116,346781
11,10,1,B,1889988,205076
11,10,2,B,1946422,210600
11,10,3,B,2150859,233431
11,10,4,B,2346869,254955
11,10,5,B,3060066,333683
11,10,6,B,2960348,322888
11,10,7,B,3197406,347915
11,10,8,B,3976821,433823
11,10,9,B,3009567,327731
11,10,10,B,3247694,353825
12,1,1,B,600979,64163
12,1,2,B,371300,38926
12,1,3,B,1219451,131716
12,1,4,B,722928,77635
12,1,5,B,1116806,121299
12,1,6,B,1530317,166886
12,1,7,B,1523120,165172
12,1,8,B,1140059,123474
12,1,9,B,1324125,143484
12,1,10,B,1464720,158615
12,2,1,B,830903,89110
12,2,2,B,726858,77461
12,2,3,B,1502880,162183
12,2,4,B,853557,91434
12,2,5,B,1200550,129739
12,2,6,B,1549984,167972
12,2,7,B,1649632,178304
12,2,8,B,1234223,133478
12,2,9,B,1418863,153516
12,2,10,B,1560222,168694
12,3,1,B,583294,62288
12,3,2,B,764377,81345
12,3,3,B,1150803,123859
12,3,4,B,986503,105406
12,3,5,B,1419782,152851
12,3,6,B,1698792,183869
12,3,7,B,1802171,194592
12,3,8,B,1355306,146391
12,3,9,B,1552109,167606
12,3,10,B,1718449,186039
12,4,1,B,1048688,113544
12,4,2,B,1229513,132457
12,4,3,B,1721774,186778
12,4,4,B,1402687,151559
12,4,5,B,1882488,204099
12,4,6,B,2064449,224326
12,4,7,B,2115428,229539
12,4,8,B,1493790,161361
12,4,9,B,1689456,182387
12,4,10,B,1858378,201126
12,5,1,B,1749088,191647
12,5,2,B,1887595,205629
12,5,3,B,2425981,265308
12,5,4,B,1992013,216991
12,5,5,B,2463602,268606
12,5,6,B,2605047,284367
12,5,7,B,2661645,289974
12,5,8,B,1697552,183780
12,5,9,B,1895404,205021
12,5,10,B,2060704,223396
12,6,1,B,1825825,199635
12,6,2,B,1907348,207767
12,6,3,B,2175471,237245
12,6,4,B,2369358,258268
12,6,5,B,2938662,320793
12,6,6,B,2914146,317482
12,6,7,B,3030041,330010
12,6,8,B,1881496,203764
12,6,9,B,2082117,225323
12,6,10,B,2266288,245551
12,7,1,B,852616,91892
12,7,2,B,925997,99574
12,7,3,B,1082285,116610
12,7,4,B,1174904,126607
12,7,5,B,1444285,156100
12,7,6,B,1585468,171475
12,7,7,B,1727171,186782
12,7,8,B,1914297,207039
12,7,9,B,2135248,230920
12,7,10,B,2327785,252272
12,8,1,B,1018327,109851
12,8,2,B,1091874,117543
12,8,3,B,1248763,134658
12,8,4,B,1341442,144658
12,8,5,B,1596458,172481
12,8,6,B,1729847,186995
12,8,7,B,1944677,210358
12,8,8,B,2075411,224420
12,8,9,B,2285417,247543
12,8,10,B,2410629,260978
12,9,1,B,1154736,124553
12,9,2,B,1228283,132245
12,9,3,B,1385172,149360
12,9,4,B,1477925,159362
12,9,5,B,1731396,187011
12,9,6,B,1862391,201264
12,9,7,B,2076212,224512
12,9,8,B,2198546,237647
12,9,9,B,2446855,264936
12,9,10,B,2557236,276700
12,10,1,B,1270656,137485
12,10,2,B,1320900,142734
12,10,3,B,1461646,158002
12,10,4,B,1554053,167927
12,10,5,B,1771108,191551
12,10,6,B,1852076,200190
12,10,7,B,2011572,217513
12,10,8,B,2248020,243497
12,10,9,B,2425337,262894
12,10,10,B,2656006,288196
13,1,1,B,581178,61578
13,1,2,B,612843,64817
13,1,3,B,550891,57589
13,1,4,B,1036625,111295
13,1,5,B,1306889,140304
13,1,6,B,1801347,194738
13,1,7,B,1239128,133743
13,1,8,B,2132964,232107
13,1,9,B,2590119,282566
13,1,10,B,2714582,295519
13,2,1,B,540252,57046
13,2,2,B,767908,81233
13,2,3,B,849448,90076
13,2,4,B,1309198,140816
13,2,5,B,1504252,161396
13,2,6,B,2066571,223341
13,2,7,B,1369177,147560
13,2,8,B,2324086,252821
13,2,9,B,2792456,304121
13,2,10,B,2918090,317234
13,3,1,B,780679,83419
13,3,2,B,940450,100212
13,3,3,B,1214945,129796
13,3,4,B,1709625,184629
13,3,5,B,1888374,203703
13,3,6,B,2807306,305167
13,3,7,B,1600161,172949
13,3,8,B,2665543,290552
13,3,9,B,3049513,332363
13,3,10,B,3086953,335411
13,4,1,B,1296080,140145
13,4,2,B,1431654,154391
13,4,3,B,1629144,175103
13,4,4,B,1992432,215845
13,4,5,B,2386650,258802
13,4,6,B,3340937,363905
13,4,7,B,2020973,219827
13,4,8,B,3181140,347981
13,4,9,B,3593985,393221
13,4,10,B,3616834,394891
13,5,1,B,1355618,146779
13,5,2,B,1460494,157777
13,5,3,B,1605651,172716
13,5,4,B,2057682,222734
13,5,5,B,2460067,265955
13,5,6,B,3000746,325663
13,5,7,B,2210083,239894
13,5,8,B,3258958,354982
13,5,9,B,3823992,417754
13,5,10,B,3884115,423525
13,6,1,B,1405498,151997
13,6,2,B,1525491,164586
13,6,3,B,1725167,186170
13,6,4,B,2181429,236840
13,6,5,B,2589954,280814
13,6,6,B,3045061,330787
13,6,7,B,2481981,269481
13,6,8,B,3579401,390116
13,6,9,B,4068975,444623
13,6,10,B,4222539,460856
13,7,1,B,1781529,193536
13,7,2,B,1890629,205011
13,7,3,B,2048858,221634
13,7,4,B,2527573,274701
13,7,5,B,3411436,371105
13,7,6,B,3613148,392658
13,7,7,B,2669817,290388
13,7,8,B,3348761,365150
13,7,9,B,3935413,429685
13,7,10,B,4202409,458816
13,8,1,B,2534382,276084
13,8,2,B,2565937,278640
13,8,3,B,2817026,305599
13,8,4,B,3281637,356944
13,8,5,B,3889688,423863
13,8,6,B,4146851,451299
13,8,7,B,3283680,357958
13,8,8,B,4449828,486070
13,8,9,B,4701868,512972
13,8,10,B,4728340,515549
13,9,1,B,1963684,213217
13,9,2,B,2114806,229583
13,9,3,B,2195198,237839
13,9,4,B,2526775,274611
13,9,5,B,2770290,300750
13,9,6,B,3057447,332402
13,9,7,B,3177004,345436
13,9,8,B,3547575,386012
13,9,9,B,4040734,440252
13,9,10,B,4221222,459845
13,10,1,B,2213777,240390
13,10,2,B,2376734,258157
13,10,3,B,2457657,266416
13,10,4,B,2763650,300293
13,10,5,B,3053951,331954
13,10,6,B,3314950,360285
13,10,7,B,3562899,387285
13,10,8,B,3913879,425770
13,10,9,B,4563113,497400
13,10,10,B,4551890,496169
14,1,1,B,841842,90014
14,1,2,B,1495594,161188
14,1,3,B,666490,70875
14,1,4,B,1217656,132326
14,1,5,B,1914205,209166
14,1,6,B,2548686,280055
14,1,7,B,1930857,209853
14,1,8,B,2259887,246520
14,1,9,B,2454024,267477
14,1,10,B,2440893,265667
14,2,1,B,671872,71446
14,2,2,B,1116523,119790
14,2,3,B,886753,94562
14,2,4,B,1435254,155661
14,2,5,B,2098247,228492
14,2,6,B,2684346,294177
14,2,7,B,2060101,223447
14,2,8,B,2427756,264399
14,2,9,B,2618019,284917
14,2,10,B,2596919,282270
14,3,1,B,876960,93202
14,3,2,B,1185715,126546
14,3,3,B,1132676,120734
14,3,4,B,1713871,185477
14,3,5,B,2456805,267361
14,3,6,B,2972527,324904
14,3,7,B,2249216,243854
14,3,8,B,2505647,272294
14,3,9,B,2811176,305771
14,3,10,B,2681123,290859
14,4,1,B,970028,103976
14,4,2,B,1098549,117663
14,4,3,B,1272831,135926
14,4,4,B,1642017,176685
14,4,5,B,3119871,340903
14,4,6,B,2760778,299583
14,4,7,B,2580692,279894
14,4,8,B,2834074,308202
14,4,9,B,3017344,327964
14,4,10,B,3077195,334515
14,5,1,B,1427856,154234
14,5,2,B,1536357,165458
14,5,3,B,1689618,181344
14,5,4,B,2085012,224937
14,5,5,B,3434780,374942
14,5,6,B,3259559,354060
14,5,7,B,2999402,325579
14,5,8,B,3232949,351475
14,5,9,B,3424843,372122
14,5,10,B,3397480,369360
14,6,1,B,1862671,202021
14,6,2,B,2016699,218449
14,6,3,B,2201742,237844
14,6,4,B,2603250,281984
14,6,5,B,4220880,461336
14,6,6,B,3730870,405787
14,6,7,B,3447224,374524
14,6,8,B,3500786,380464
14,6,9,B,3695990,401611
14,6,10,B,3328203,360831
14,7,1,B,2370370,259000
14,7,2,B,2353816,255815
14,7,3,B,2597366,282478
14,7,4,B,3057854,332950
14,7,5,B,3712769,405457
14,7,6,B,4992780,545833
14,7,7,B,4402080,481151
14,7,8,B,4573257,500227
14,7,9,B,4973852,544775
14,7,10,B,4187362,456633
14,8,1,B,2570138,280000
14,8,2,B,2645622,287223
14,8,3,B,2812344,305007
14,8,4,B,3330459,362251
14,8,5,B,4038648,440765
14,8,6,B,4773874,521409
14,8,7,B,4615854,503675
14,8,8,B,4506863,491998
14,8,9,B,4962256,541310
14,8,10,B,4422282,481962
14,9,1,B,3224132,352407
14,9,2,B,3252373,354241
14,9,3,B,3375571,367154
14,9,4,B,3954487,430961
14,9,5,B,4681772,511562
14,9,6,B,5221616,570523
14,9,7,B,5233258,571544
14,9,8,B,5319196,581498
14,9,9,B,5564084,607536
14,9,10,B,5137604,561074
14,10,1,B,3463303,379036
14,10,2,B,3467881,378810
14,10,3,B,3620279,395039
14,10,4,B,4298654,470316
14,10,5,B,4778395,523035
14,10,6,B,6239300,682830
14,10,7,B,5278768,576749
14,10,8,B,5815896,635412
14,10,9,B,6089533,665262
14,10,10,B,5856522,640311
15,1,1,B,802365,85429
15,1,2,B,1207891,130459
15,1,3,B,1467259,159676
15,1,4,B,2350507,257422
15,1,5,B,2421215,264903
15,1,6,B,2982357,326060
15,1,7,B,4084256,448975
15,1,8,B,3723216,410092
15,1,9,B,4400475,485419
15,1,10,B,4864076,536437
15,2,1,B,1262190,136241
15,2,2,B,1903573,206457
15,2,3,B,1884385,205366
15,2,4,B,2752887,301489
15,2,5,B,2822972,308879
15,2,6,B,3384995,370071
15,2,7,B,4661175,512931
15,2,8,B,4087860,450047
15,2,9,B,4891828,539373
15,2,10,B,5352615,590031
15,3,1,B,1192049,128995
15,3,2,B,1460911,158283
15,3,3,B,2284829,249299
15,3,4,B,3205160,351259
15,3,5,B,3716448,406705
15,3,6,B,3924264,430023
15,3,7,B,4324358,474810
15,3,8,B,5377605,591137
15,3,9,B,6333601,697048
15,3,10,B,7010342,771328
15,4,1,B,1963691,213660
15,4,2,B,2318029,252495
15,4,3,B,3095008,338156
15,4,4,B,4017722,440401
15,4,5,B,3880436,424934
15,4,6,B,4349917,476300
15,4,7,B,4898267,537614
15,4,8,B,6229930,685453
15,4,9,B,6907869,759241
15,4,10,B,7530170,827077
15,5,1,B,2836318,310287
15,5,2,B,3201211,350198
15,5,3,B,3982671,436344
15,5,4,B,4900085,537975
15,5,5,B,4730241,519019
15,5,6,B,5390789,592004
15,5,7,B,5743733,631955
15,5,8,B,6943935,764153
