gridSize,blue,red,flag,instructionCount,bblCount
15,5,9,B,7487336,822874
15,5,10,B,8093783,888928
15,6,1,B,3567054,390904
15,6,2,B,3958038,433685
15,6,3,B,4758086,521773
15,6,4,B,5660225,620814
15,6,5,B,5203961,570601
15,6,6,B,5845645,641311
15,6,7,B,6271238,690038
15,6,8,B,7454120,818862
15,6,9,B,6803109,750558
15,6,10,B,7261651,800870
15,7,1,B,3767278,412761
15,7,2,B,4204923,460966
15,7,3,B,4998828,548934
15,7,4,B,5659530,621163
15,7,5,B,5950929,652829
15,7,6,B,6577548,721659
15,7,7,B,7119607,782987
15,7,8,B,8290136,911046
15,7,9,B,7270483,801543
15,7,10,B,7720479,850947
15,8,1,B,4290677,470079
15,8,2,B,4895746,537051
15,8,3,B,5575184,611758
15,8,4,B,7887747,866349
15,8,5,B,6561710,720773
15,8,6,B,7715400,848279
15,8,7,B,8850121,973604
15,8,8,B,9245275,1017559
15,8,9,B,9199761,1012502
15,8,10,B,9789848,1077026
15,9,1,B,3734464,409699
15,9,2,B,4083255,447686
15,9,3,B,4827097,530221
15,9,4,B,6535042,719124
15,9,5,B,7123521,782746
15,9,6,B,7556637,828779
15,9,7,B,8087299,888213
15,9,8,B,9712748,1069132
15,9,9,B,9315862,1024455
15,9,10,B,9801038,1077061
15,10,1,B,4355108,478423
15,10,2,B,4749231,521504
15,10,3,B,5469377,601369
15,10,4,B,7382981,813206
15,10,5,B,7257427,798764
15,10,6,B,8474077,930300
15,10,7,B,8835713,970290
15,10,8,B,8848323,972869
15,10,9,B,10076684,1109220
15,10,10,B,10716301,1179274
16,1,1,B,1725854,186833
16,1,2,B,1228450,131825
16,1,3,B,1072920,114742
16,1,4,B,1091781,116706
16,1,5,B,2904081,316433
16,1,6,B,3960915,432863
16,1,7,B,3036112,332142
16,1,8,B,3196090,349375
16,1,9,B,3595270,393574
16,1,10,B,4583614,503414
16,2,1,B,1262904,136344
16,2,2,B,1837172,198310
16,2,3,B,1312493,140231
16,2,4,B,1305984,139625
16,2,5,B,3225101,350499
16,2,6,B,4316654,470727
16,2,7,B,3236319,353381
16,2,8,B,3442962,376038
16,2,9,B,3780658,413224
16,2,10,B,4717045,516671
16,3,1,B,1101427,117804
16,3,2,B,1398332,149448
16,3,3,B,1625274,174215
16,3,4,B,1661334,178052
16,3,5,B,3527940,382688
16,3,6,B,4601777,501036
16,3,7,B,3579306,390490
16,3,8,B,3902564,426307
16,3,9,B,4070741,444518
16,3,10,B,5022752,549973
16,4,1,B,2064857,224588
16,4,2,B,2435550,264921
16,4,3,B,2726902,295845
16,4,4,B,2250671,243116
16,4,5,B,2944733,320448
16,4,6,B,3750843,409092
16,4,7,B,4140530,452697
16,4,8,B,4332084,473569
16,4,9,B,4604596,503669
16,4,10,B,5648642,619544
16,5,1,B,2567091,279671
16,5,2,B,2782640,302300
16,5,3,B,3069757,333327
16,5,4,B,2777681,301105
16,5,5,B,3509733,381998
16,5,6,B,4339155,473264
16,5,7,B,4712687,515073
16,5,8,B,4984551,546089
16,5,9,B,5284596,579122
16,5,10,B,6353067,697694
16,6,1,B,3092128,336951
16,6,2,B,3390858,369141
16,6,3,B,3847319,419032
16,6,4,B,3892481,423889
16,6,5,B,4373191,477916
16,6,6,B,5138232,561732
16,6,7,B,5423547,593909
16,6,8,B,6294993,690996
16,6,9,B,6113048,670639
16,6,10,B,7197413,791306
16,7,1,B,3086211,336806
16,7,2,B,3358558,366371
16,7,3,B,3758237,410511
16,7,4,B,4284477,467901
16,7,5,B,4864390,532116
16,7,6,B,5651782,618605
16,7,7,B,6109669,669730
16,7,8,B,6768892,743008
16,7,9,B,6731911,738743
16,7,10,B,7853407,863177
16,8,1,B,4523701,497035
16,8,2,B,4769744,523259
16,8,3,B,4474093,490419
16,8,4,B,5009596,548893
16,8,5,B,6710299,735554
16,8,6,B,7748015,850100
16,8,7,B,7066389,776303
16,8,8,B,7634513,839220
16,8,9,B,7451800,818149
16,8,10,B,8430275,926421
16,9,1,B,5077550,559037
16,9,2,B,5075250,557497
16,9,3,B,5319731,584610
16,9,4,B,5771567,632841
16,9,5,B,6328305,693435
16,9,6,B,7189634,788099
16,9,7,B,7799931,855221
16,9,8,B,8664331,953442
16,9,9,B,9091561,998838
16,9,10,B,10685654,1176321
16,10,1,B,4471169,490933
16,10,2,B,4590040,503501
16,10,3,B,4940859,542019
16,10,4,B,6108711,670426
16,10,5,B,5816743,637895
16,10,6,B,6520057,715474
16,10,7,B,6839622,750732
16,10,8,B,8753927,960160
16,10,9,B,9888093,1085436
16,10,10,B,10939740,1202669
17,1,1,B,752997,79213
17,1,2,B,1093675,117066
17,1,3,B,1122583,119474
17,1,4,B,1647610,178265
17,1,5,B,2312487,251554
17,1,6,B,2615978,285679
17,1,7,B,3325986,363582
17,1,8,B,4112248,449915
17,1,9,B,5872050,646035
17,1,10,B,3586840,392478
17,2,1,B,711394,74785
17,2,2,B,1260263,134923
17,2,3,B,1421143,151559
17,2,4,B,2308005,249733
17,2,5,B,2837703,308589
17,2,6,B,2939476,320450
17,2,7,B,3614192,394624
17,2,8,B,4384251,479490
17,2,9,B,6208149,682063
17,2,10,B,3896821,426398
17,3,1,B,964125,102241
17,3,2,B,1184418,125759
17,3,3,B,1552739,165379
17,3,4,B,2529645,273270
17,3,5,B,3262431,354477
17,3,6,B,3424999,373415
17,3,7,B,5014089,548390
17,3,8,B,5947609,649698
17,3,9,B,6668441,731449
17,3,10,B,4781748,523451
17,4,1,B,1859280,200718
17,4,2,B,2356376,254998
17,4,3,B,2651063,286729
17,4,4,B,3760203,409886
17,4,5,B,4762548,520939
17,4,6,B,5369092,589526
17,4,7,B,5635360,617504
17,4,8,B,6718549,738307
17,4,9,B,7893314,867850
17,4,10,B,6836009,751633
17,5,1,B,3347866,366639
17,5,2,B,3440974,376162
17,5,3,B,3853839,420830
17,5,4,B,4331420,473379
17,5,5,B,5590301,613043
17,5,6,B,6315575,694387
17,5,7,B,6690005,735210
17,5,8,B,7774816,855792
17,5,9,B,8961827,987760
17,5,10,B,8039742,886221
17,6,1,B,3394115,371482
17,6,2,B,3707808,405490
17,6,3,B,3596153,391205
17,6,4,B,4865320,530845
17,6,5,B,6725027,738971
17,6,6,B,6996214,769553
17,6,7,B,7734441,850768
17,6,8,B,7827376,858863
17,6,9,B,8435627,930089
17,6,10,B,8707285,959989
17,7,1,B,3776872,413203
17,7,2,B,4312324,471609
17,7,3,B,4350405,475162
17,7,4,B,5495371,601773
17,7,5,B,7488512,822871
17,7,6,B,7398755,812491
17,7,7,B,8679905,956158
17,7,8,B,8628181,947499
17,7,9,B,9409230,1033780
17,7,10,B,9041450,995232
17,8,1,B,5293473,581763
17,8,2,B,5399934,592480
17,8,3,B,5748056,629500
17,8,4,B,5889673,645737
17,8,5,B,7099112,780182
17,8,6,B,7882963,865690
17,8,7,B,10652996,1174110
17,8,8,B,9108310,1002065
17,8,9,B,11380265,1253449
17,8,10,B,8198802,902236
17,9,1,B,5865306,645470
17,9,2,B,6336039,696977
17,9,3,B,6023408,660225
17,9,4,B,6887970,756456
17,9,5,B,8146158,895918
17,9,6,B,8697363,956493
17,9,7,B,9163855,1008766
17,9,8,B,10127335,1111567
17,9,9,B,11906161,1309456
17,9,10,B,10814934,1190987
17,10,1,B,6504980,715420
17,10,2,B,6384641,701999
17,10,3,B,7037170,772637
17,10,4,B,7948236,874642
17,10,5,B,9125545,1005045
17,10,6,B,10868257,1197087
17,10,7,B,11038726,1216690
17,10,8,B,11043189,1214587
17,10,9,B,12792050,1409654
17,10,10,B,11726575,1291668
18,1,1,B,1397949,150085
18,1,2,B,1150093,122450
18,1,3,B,1056528,112402
18,1,4,B,1559627,167370
18,1,5,B,1208040,128450
18,1,6,B,2031087,220645
18,1,7,B,4074836,444878
18,1,8,B,5134382,563753
18,1,9,B,5870802,646015
18,1,10,B,4990271,547514
18,2,1,B,1152778,122707
18,2,2,B,1811369,194231
18,2,3,B,1725728,185611
18,2,4,B,1968437,211295
18,2,5,B,1478390,157515
18,2,6,B,2301948,249757
18,2,7,B,3743255,407429
18,2,8,B,5452650,596495
18,2,9,B,5915717,647250
18,2,10,B,5014915,548939
18,3,1,B,3042579,333280
18,3,2,B,3566454,389388
18,3,3,B,2389992,258050
18,3,4,B,3452488,374833
18,3,5,B,3688415,402286
18,3,6,B,4588895,502409
18,3,7,B,5198330,568724
18,3,8,B,6018826,660132
18,3,9,B,6994766,767561
18,3,10,B,5884176,645364
18,4,1,B,5267027,579924
18,4,2,B,5842546,641806
18,4,3,B,4750231,520861
18,4,4,B,4742510,516642
18,4,5,B,3789234,411954
18,4,6,B,6013681,660782
18,4,7,B,6173281,676361
18,4,8,B,7265979,797277
18,4,9,B,8377764,921603
18,4,10,B,7477620,819354
18,5,1,B,2253307,242990
18,5,2,B,2575271,278178
18,5,3,B,3356439,364085
18,5,4,B,3466412,374838
18,5,5,B,3505869,380157
18,5,6,B,4569009,499040
18,5,7,B,6434933,700802
18,5,8,B,7748913,846808
18,5,9,B,11074531,1219195
18,5,10,B,7327050,804685
18,6,1,B,3131771,341133
18,6,2,B,3381794,368178
18,6,3,B,3802386,414062
18,6,4,B,4227027,459867
18,6,5,B,4166348,453175
18,6,6,B,5296659,579684
18,6,7,B,7229540,789025
18,6,8,B,6959272,761921
18,6,9,B,7789308,854333
18,6,10,B,9132784,1004653
18,7,1,B,3892455,426235
18,7,2,B,4219274,461978
18,7,3,B,4459239,487762
18,7,4,B,5216682,570320
18,7,5,B,5115913,559662
18,7,6,B,6223548,683546
18,7,7,B,7896396,864682
18,7,8,B,7932285,870779
18,7,9,B,10450144,1150384
18,7,10,B,9844909,1083336
18,8,1,B,5045055,554957
18,8,2,B,5270048,578925
18,8,3,B,5496965,603134
18,8,4,B,6305759,691311
18,8,5,B,7290741,800061
18,8,6,B,8717207,959227
18,8,7,B,7848810,861087
18,8,8,B,9794875,1076173
18,8,9,B,10742476,1181368
18,8,10,B,11492854,1268491
18,9,1,B,6145541,676526
18,9,2,B,6679007,735543
18,9,3,B,6630606,729125
18,9,4,B,7851934,863555
18,9,5,B,8851146,974006
18,9,6,B,10281099,1133665
18,9,7,B,10978870,1208771
18,9,8,B,11218637,1235912
18,9,9,B,12377126,1365073
18,9,10,B,12756692,1409848
18,10,1,B,7380577,812681
18,10,2,B,7814121,860264
18,10,3,B,7294824,802306
18,10,4,B,7961024,875511
18,10,5,B,8648524,951071
18,10,6,B,9773309,1076217
18,10,7,B,13640695,1503882
18,10,8,B,10520093,1157033
18,10,9,B,11549739,1271628
18,10,10,B,13510771,1492743
19,1,1,B,1613174,173375
19,1,2,B,1147492,121402
19,1,3,B,1140052,121066
19,1,4,B,1657340,177663
19,1,5,B,2684177,290015
19,1,6,B,2164967,233221
19,1,7,B,3010758,327372
19,1,8,B,3660446,398373
19,1,9,B,4395194,480040
19,1,10,B,6614534,726751
19,2,1,B,1105263,117313
19,2,2,B,1502880,159862
19,2,3,B,1539979,164388
19,2,4,B,1809405,193501
19,2,5,B,2387161,256655
19,2,6,B,2372450,255469
19,2,7,B,3210832,348757
19,2,8,B,3834016,416520
19,2,9,B,5628920,616015
19,2,10,B,6696418,734160
19,3,1,B,1516196,162547
19,3,2,B,1833582,196548
19,3,3,B,2159728,231783
19,3,4,B,2573653,277082
19,3,5,B,3645488,393987
19,3,6,B,2690378,290208
19,3,7,B,3472447,376920
19,3,8,B,4131186,448958
19,3,9,B,4653686,506606
19,3,10,B,6968384,762983
19,4,1,B,1992060,214811
19,4,2,B,2199319,236643
19,4,3,B,2451480,263386
19,4,4,B,3000783,322906
19,4,5,B,3662796,395493
19,4,6,B,4241432,459009
19,4,7,B,5524645,601858
19,4,8,B,5397154,587355
19,4,9,B,6735623,736101
19,4,10,B,7664716,838793
19,5,1,B,2680733,289849
19,5,2,B,2923643,315589
19,5,3,B,3156357,340215
19,5,4,B,3741100,403757
19,5,5,B,4098325,442419
19,5,6,B,5610202,608531
19,5,7,B,7020254,765904
19,5,8,B,6140017,668527
19,5,9,B,5803307,632271
19,5,10,B,8572306,938291
19,6,1,B,3509407,380916
19,6,2,B,3724435,403613
19,6,3,B,4030025,436530
19,6,4,B,4643174,502990
19,6,5,B,5087309,551528
19,6,6,B,5558140,603308
19,6,7,B,6892597,752259
19,6,8,B,7930738,864512
19,6,9,B,6529932,712704
19,6,10,B,10739892,1176564
19,7,1,B,4115310,449333
19,7,2,B,4036330,437848
19,7,3,B,4570150,497383
19,7,4,B,5087830,553603
19,7,5,B,5882707,638795
19,7,6,B,6502083,707108
19,7,7,B,7507243,819678
19,7,8,B,8864715,968079
19,7,9,B,7394440,808231
19,7,10,B,11062142,1210574
19,8,1,B,4225354,459924
19,8,2,B,4466654,484791
19,8,3,B,4624965,502095
19,8,4,B,5054139,548427
19,8,5,B,5658853,614484
19,8,6,B,6345541,689835
19,8,7,B,7780033,849932
19,8,8,B,8259895,901926
19,8,9,B,8243465,902345
19,8,10,B,10642927,1165203
19,9,1,B,4248522,462840
19,9,2,B,4486361,488166
19,9,3,B,4617190,501886
19,9,4,B,5495263,597317
19,9,5,B,6170077,671627
19,9,6,B,6543607,712540
19,9,7,B,7315413,797952
19,9,8,B,8631147,944819
19,9,9,B,12452273,1364747
19,9,10,B,10522393,1151935
19,10,1,B,6424907,706847
19,10,2,B,6699276,736120
19,10,3,B,6886774,755775
19,10,4,B,7589928,831490
19,10,5,B,10580947,1160365
19,10,6,B,10998227,1205351
19,10,7,B,12327193,1352858
19,10,8,B,13653207,1502263
19,10,9,B,13778572,1514846
19,10,10,B,16782079,1847164
20,1,1,B,1629384,173215
20,1,2,B,1151057,121506
20,1,3,B,2808508,305650
20,1,4,B,2325180,251623
20,1,5,B,1795684,191627
20,1,6,B,2286962,246358
20,1,7,B,2696668,291409
20,1,8,B,3528233,382741
20,1,9,B,4369136,476395
20,1,10,B,5086864,554415
20,2,1,B,1042023,110193
20,2,2,B,1490534,158288
20,2,3,B,3145087,341420
20,2,4,B,3135440,340091
20,2,5,B,2004606,214160
20,2,6,B,2493374,268556
20,2,7,B,2894671,312744
20,2,8,B,3726596,404094
20,2,9,B,4568941,497890
20,2,10,B,5287187,575984
20,3,1,B,1497772,160261
20,3,2,B,1757864,187967
20,3,3,B,2598089,280388
20,3,4,B,3426935,371123
20,3,5,B,2538582,272217
20,3,6,B,2909963,314172
20,3,7,B,3281224,355384
20,3,8,B,3997807,433329
20,3,9,B,4791814,521741
20,3,10,B,5508732,599632
20,4,1,B,2340855,252609
20,4,2,B,2598629,280016
20,4,3,B,3436352,372047
20,4,4,B,3518404,380537
20,4,5,B,3095011,333265
20,4,6,B,3616094,391912
20,4,7,B,3956178,429639
20,4,8,B,4817757,524202
20,4,9,B,5474252,596967
20,4,10,B,6207390,676465
20,5,1,B,2359934,254806
20,5,2,B,2576916,277775
20,5,3,B,2853031,307136
20,5,4,B,3703996,400478
20,5,5,B,3721022,401389
20,5,6,B,4144458,448832
20,5,7,B,4460323,483933
20,5,8,B,5512733,600302
20,5,9,B,5821449,634217
20,5,10,B,6548442,713485
20,6,1,B,2823950,305596
20,6,2,B,3294767,356625
20,6,3,B,3576121,386579
20,6,4,B,4235846,458835
20,6,5,B,4171454,450772
20,6,6,B,4860030,528080
20,6,7,B,5392121,586705
20,6,8,B,6325042,689580
20,6,9,B,6694912,730862
20,6,10,B,7542855,823752
20,7,1,B,4267817,465586
20,7,2,B,4631492,504342
20,7,3,B,5106303,556060
20,7,4,B,6109007,666836
20,7,5,B,5700492,619475
20,7,6,B,5841773,636961
20,7,7,B,6311783,688544
20,7,8,B,7417090,810458
20,7,9,B,7566213,826955
20,7,10,B,8260762,902971
20,8,1,B,5986579,657092
20,8,2,B,6102153,667454
20,8,3,B,6732600,736976
20,8,4,B,7582406,830280
20,8,5,B,7215850,787653
20,8,6,B,7047625,770708
20,8,7,B,7604073,832176
20,8,8,B,8696406,952597
20,8,9,B,8947269,980826
20,8,10,B,9538107,1044962
20,9,1,B,6183525,680700
20,9,2,B,9188930,1013948
20,9,3,B,9353454,1029521
20,9,4,B,10054871,1106147
20,9,5,B,7427075,813783
20,9,6,B,8869151,971664
20,9,7,B,8627913,945191
20,9,8,B,9727495,1066205
20,9,9,B,9810595,1075386
20,9,10,B,10564801,1157546
20,10,1,B,6560031,719552
20,10,2,B,9415602,1033118
20,10,3,B,9561464,1046673
20,10,4,B,10899294,1196147
20,10,5,B,9197452,1005886
20,10,6,B,9799818,1073039
20,10,7,B,9538097,1043727
20,10,8,B,10610460,1162437
20,10,9,B,11448432,1255559
20,10,10,B,12663751,1389609
10,1,1,C,673464,72691
10,1,2,C,904730,98423
10,1,3,C,1180369,128902
10,1,4,C,1338909,146733
10,1,5,C,1962274,216496
10,1,6,C,2044106,225035
10,1,7,C,2342130,257873
10,1,8,C,2222787,244202
10,1,9,C,2428783,266239
10,1,10,C,2780535,304827
10,2,1,C,1127735,123876
10,2,2,C,1463895,160588
10,2,3,C,1402376,152886
10,2,4,C,1521799,166450
10,2,5,C,2110809,232091
10,2,6,C,2192820,240627
10,2,7,C,2485239,272937
10,2,8,C,2307788,253005
10,2,9,C,2515092,275186
10,2,10,C,2830523,309464
10,3,1,C,677885,73422
10,3,2,C,1123904,122484
10,3,3,C,1471032,160564
10,3,4,C,1928322,211197
10,3,5,C,2245239,245501
10,3,6,C,2334202,254967
10,3,7,C,2548845,278349
10,3,8,C,2766542,301900
10,3,9,C,3193667,348546
10,3,10,C,2991537,326596
10,4,1,C,944997,103279
10,4,2,C,1397499,152891
10,4,3,C,1858517,203614
10,4,4,C,1951563,213499
10,4,5,C,2534434,278195
10,4,6,C,2680362,293753
10,4,7,C,2812188,307627
10,4,8,C,2559741,279835
10,4,9,C,2801302,305704
10,4,10,C,3872060,423456
10,5,1,C,1145987,124945
10,5,2,C,1623370,177512
10,5,3,C,1648357,179469
10,5,4,C,2139018,233831
10,5,5,C,2671219,292479
10,5,6,C,2881133,314566
10,5,7,C,3584904,392835
10,5,8,C,3537493,387073
10,5,9,C,3646690,397883
10,5,10,C,3910672,427127
10,6,1,C,1059801,114718
10,6,2,C,1530531,166670
10,6,3,C,1950594,212833
10,6,4,C,2042057,222182
10,6,5,C,2525028,275480
10,6,6,C,2667314,290129
10,6,7,C,3036512,330641
10,6,8,C,3465216,377722
10,6,9,C,3736471,406936
10,6,10,C,3952426,430381
10,7,1,C,1387872,151067
10,7,2,C,1836390,200356
10,7,3,C,2258228,246752
10,7,4,C,2170129,236134
10,7,5,C,2649717,289236
10,7,6,C,2761700,300735
10,7,7,C,3078322,335156
10,7,8,C,3374864,368037
10,7,9,C,3655844,398639
10,7,10,C,3698325,402160
10,8,1,C,1804131,196284
10,8,2,C,2327243,254135
10,8,3,C,2792059,305241
10,8,4,C,2996883,327122
10,8,5,C,3477813,380713
10,8,6,C,3704058,404674
10,8,7,C,4006596,437355
10,8,8,C,4033049,440222
10,8,9,C,4424920,482431
10,8,10,C,3949659,429102
10,9,1,C,1795170,194719
10,9,2,C,2260519,246462
10,9,3,C,2636449,287159
10,9,4,C,3005251,327576
10,9,5,C,3492843,381343
10,9,6,C,4159465,454631
10,9,7,C,4295526,468565
10,9,8,C,4367324,476699
10,9,9,C,4366591,475757
10,9,10,C,4906007,533982
10,10,1,C,2164323,235186
10,10,2,C,2636523,287065
10,10,3,C,2952448,321428
10,10,4,C,3737497,408283
10,10,5,C,4234087,462734
10,10,6,C,4515211,491884
10,10,7,C,4789928,521843
10,10,8,C,4928110,536051
10,10,9,C,5307024,577381
10,10,10,C,4836629,527041
11,1,1,C,763583,81525
11,1,2,C,818723,87142
11,1,3,C,1042252,111910
11,1,4,C,1102706,119138
11,1,5,C,1238565,133583
11,1,6,C,1468314,158931
11,1,7,C,1816405,196830
11,1,8,C,1381616,149099
11,1,9,C,1542556,166258
11,1,10,C,1941858,210548
11,2,1,C,1439655,156804
11,2,2,C,1709966,186423
11,2,3,C,1649066,178647
11,2,4,C,1239552,132750
11,2,5,C,1576484,169675
11,2,6,C,1731953,187453
11,2,7,C,2141153,232351
11,2,8,C,1513004,163283
11,2,9,C,1672699,180283
11,2,10,C,2057807,222856
11,3,1,C,1528673,166640
11,3,2,C,1901971,207325
11,3,3,C,2108723,229412
11,3,4,C,1646131,178042
11,3,5,C,1672416,180479
11,3,6,C,1949324,210612
11,3,7,C,2285111,247183
11,3,8,C,1758753,190314
11,3,9,C,1940020,209747
11,3,10,C,2409425,261860
11,4,1,C,1674407,181406
11,4,2,C,2040491,221382
11,4,3,C,2375481,257390
11,4,4,C,2106051,228234
11,4,5,C,2109502,228293
11,4,6,C,2341947,253590
11,4,7,C,2709456,293854
11,4,8,C,2000627,216883
11,4,9,C,2155526,233331
11,4,10,C,2635035,286250
11,5,1,C,2174478,239791
11,5,2,C,2543699,279622
11,5,3,C,2775460,304476
11,5,4,C,3027418,331672
11,5,5,C,3306220,361290
11,5,6,C,3112201,339978
11,5,7,C,3419191,372943
11,5,8,C,3047457,331772
11,5,9,C,3217066,349810
11,5,10,C,3497213,380154
11,6,1,C,2812230,311021
11,6,2,C,3169822,349455
11,6,3,C,3446030,379242
11,6,4,C,3673367,403439
11,6,5,C,3934560,430802
11,6,6,C,3719739,407281
11,6,7,C,3954322,431862
11,6,8,C,2350437,254510
11,6,9,C,2622272,284072
11,6,10,C,2971765,322003
11,7,1,C,3343511,369286
11,7,2,C,3712005,408754
11,7,3,C,3930539,432111
11,7,4,C,4192582,460139
11,7,5,C,4689774,514361
11,7,6,C,4167999,456081
11,7,7,C,4409109,481199
11,7,8,C,2628641,284849
11,7,9,C,2860029,309810
11,7,10,C,3268968,354344
11,8,1,C,3964893,437457
11,8,2,C,4340563,477810
11,8,3,C,3794239,415802
11,8,4,C,4071187,445781
11,8,5,C,4238266,463181
11,8,6,C,4514658,493305
11,8,7,C,4815393,525525
11,8,8,C,4907317,533763
11,8,9,C,4152112,450982
11,8,10,C,3553028,385243
11,9,1,C,2312333,252776
11,9,2,C,4190309,459755
11,9,3,C,3683410,402884
11,9,4,C,3831765,418637
11,9,5,C,4505596,491213
11,9,6,C,4800195,523002
11,9,7,C,5014137,545376
11,9,8,C,5046676,548485
11,9,9,C,5664581,616202
11,9,10,C,4697510,508869
11,10,1,C,2750636,301308
11,10,2,C,4875668,535590
11,10,3,C,4006691,438400
11,10,4,C,4120288,450001
11,10,5,C,5231047,571069
11,10,6,C,5433842,592125
11,10,7,C,5695497,619775
11,10,8,C,6800634,739400
11,10,9,C,5572080,605415
11,10,10,C,5123975,556416
12,1,1,C,653204,69234
12,1,2,C,1158143,125106
12,1,3,C,1615900,176045
12,1,4,C,1746552,191312
12,1,5,C,2115644,232598
12,1,6,C,2759799,303988
12,1,7,C,3281946,361932
12,1,8,C,3928910,433737
12,1,9,C,4797008,530794
12,1,10,C,4839402,534702
12,2,1,C,1007124,107346
12,2,2,C,1556417,167777
12,2,3,C,1857300,201680
12,2,4,C,2174208,238138
12,2,5,C,2306942,252507
12,2,6,C,3116552,342775
12,2,7,C,3526171,387834
12,2,8,C,4385663,484037
12,2,9,C,5067971,560045
12,2,10,C,5082925,560768
12,3,1,C,657966,69205
12,3,2,C,1127707,120538
12,3,3,C,1420177,152949
12,3,4,C,2118466,230547
12,3,5,C,2566037,280167
12,3,6,C,3314117,363048
12,3,7,C,3783858,415717
12,3,8,C,4723543,520285
12,3,9,C,5562240,613184
12,3,10,C,6038989,664096
12,4,1,C,1037465,111199
12,4,2,C,1321607,142237
12,4,3,C,1776651,192213
12,4,4,C,2509731,273615
12,4,5,C,2962952,323432
12,4,6,C,3728762,408345
12,4,7,C,4120410,452049
12,4,8,C,5058012,556729
12,4,9,C,5227342,574823
12,4,10,C,5652657,620025
12,5,1,C,1494069,161351
12,5,2,C,1760155,190454
12,5,3,C,2227796,241705
12,5,4,C,2969882,323915
12,5,5,C,3525570,385392
12,5,6,C,4374355,480098
12,5,7,C,4604366,505123
12,5,8,C,5165725,566802
12,5,9,C,6238934,686498
12,5,10,C,6336648,696536
12,6,1,C,1727028,187572
12,6,2,C,1946859,211605
12,6,3,C,2232525,242324
12,6,4,C,3156346,345822
12,6,5,C,3558111,390040
12,6,6,C,4288220,470594
12,6,7,C,4765874,523293
12,6,8,C,5931413,651421
12,6,9,C,5940642,651306
12,6,10,C,6868292,754312
12,7,1,C,2520405,275969
12,7,2,C,2738663,299758
12,7,3,C,3042124,332594
12,7,4,C,3836503,421056
12,7,5,C,4469902,491459
12,7,6,C,5113881,562279
12,7,7,C,5734884,631079
12,7,8,C,6415157,705378
12,7,9,C,6953436,763677
12,7,10,C,7633101,838156
12,8,1,C,2812374,307973
12,8,2,C,3028913,331552
12,8,3,C,3249138,354367
12,8,4,C,4244403,466318
12,8,5,C,4477491,490257
12,8,6,C,5543101,609407
12,8,7,C,6193539,681775
12,8,8,C,6969247,767757
12,8,9,C,7534399,829176
12,8,10,C,7673242,842667
12,9,1,C,3393054,372266
12,9,2,C,3613947,396210
12,9,3,C,3857305,421732
12,9,4,C,4849375,533115
12,9,5,C,5169602,568013
12,9,6,C,5940632,653540
12,9,7,C,6519963,715925
12,9,8,C,7379184,811925
12,9,9,C,7814210,858591
