gridSize,blue,red,flag,instructionCount,bblCount
12,9,10,C,8452176,927371
12,10,1,C,3844969,422509
12,10,2,C,4059918,445808
12,10,3,C,4355486,477057
12,10,4,C,5454731,600502
12,10,5,C,5438808,595501
12,10,6,C,6040079,661243
12,10,7,C,7157863,787785
12,10,8,C,8365312,918083
12,10,9,C,8316999,912959
12,10,10,C,9865812,1083895
13,1,1,C,1131413,121966
13,1,2,C,1213752,130281
13,1,3,C,1682188,183070
13,1,4,C,1826253,198382
13,1,5,C,940725,100617
13,1,6,C,1396387,151211
13,1,7,C,1504705,162659
13,1,8,C,1562102,168712
13,1,9,C,2325539,253512
13,1,10,C,1803811,195428
13,2,1,C,1610822,176688
13,2,2,C,2186946,239244
13,2,3,C,2274808,248805
13,2,4,C,2131610,231799
13,2,5,C,1107048,118738
13,2,6,C,1561612,169185
13,2,7,C,1661308,179766
13,2,8,C,1719103,185848
13,2,9,C,2476280,269914
13,2,10,C,1918062,207976
13,3,1,C,2300308,253817
13,3,2,C,3016005,331872
13,3,3,C,3464622,381837
13,3,4,C,2898394,317778
13,3,5,C,1416376,152705
13,3,6,C,1870969,203157
13,3,7,C,1910610,207198
13,3,8,C,1967674,213206
13,3,9,C,2725505,297344
13,3,10,C,2095008,227358
13,4,1,C,2316533,255823
13,4,2,C,2661850,293018
13,4,3,C,3442014,379420
13,4,4,C,3635198,399037
13,4,5,C,2347908,255376
13,4,6,C,2933275,320239
13,4,7,C,2120652,229429
13,4,8,C,2196173,237612
13,4,9,C,2903424,315895
13,4,10,C,2253743,244377
13,5,1,C,3174375,350919
13,5,2,C,3536482,390114
13,5,3,C,4141231,455716
13,5,4,C,4882683,536664
13,5,5,C,2112189,228988
13,5,6,C,2566569,279296
13,5,7,C,2504730,271721
13,5,8,C,2573445,279016
13,5,9,C,3289096,358221
13,5,10,C,2539931,275646
13,6,1,C,4485809,497938
13,6,2,C,4807791,532112
13,6,3,C,5523763,610333
13,6,4,C,5701996,627988
13,6,5,C,2698526,294462
13,6,6,C,3107910,339573
13,6,7,C,2957097,322068
13,6,8,C,2962224,322184
13,6,9,C,3705922,404450
13,6,10,C,2735348,296618
13,7,1,C,5497085,611036
13,7,2,C,5788991,641590
13,7,3,C,6382010,705494
13,7,4,C,6590860,726533
13,7,5,C,3086815,337251
13,7,6,C,3495242,382152
13,7,7,C,3264913,355812
13,7,8,C,3265697,355492
13,7,9,C,4016158,438446
13,7,10,C,2921972,316913
13,8,1,C,7289455,813186
13,8,2,C,7404512,822890
13,8,3,C,7992463,885970
13,8,4,C,8456507,933606
13,8,5,C,4333063,476861
13,8,6,C,4769753,524866
13,8,7,C,4381324,480807
13,8,8,C,4408262,483460
13,8,9,C,5217684,572576
13,8,10,C,3626348,395492
13,9,1,C,8266233,921557
13,9,2,C,8294732,921964
13,9,3,C,8860364,982186
13,9,4,C,9213986,1017256
13,9,5,C,4895539,538837
13,9,6,C,5323772,585787
13,9,7,C,4918896,540002
13,9,8,C,4894310,536862
13,9,9,C,5693434,624797
13,9,10,C,3976068,433814
13,10,1,C,8804465,981189
13,10,2,C,9259039,1030833
13,10,3,C,9715288,1078614
13,10,4,C,10267628,1137037
13,10,5,C,5506735,606247
13,10,6,C,5920101,651401
13,10,7,C,5473371,600524
13,10,8,C,5450351,597564
13,10,9,C,6225645,682708
13,10,10,C,4335279,472891
14,1,1,C,2560478,282996
14,1,2,C,1693435,183982
14,1,3,C,3242033,358064
14,1,4,C,3262014,359442
14,1,5,C,4127950,454886
14,1,6,C,5081516,563372
14,1,7,C,5412064,601000
14,1,8,C,6555102,728379
14,1,9,C,7630858,848443
14,1,10,C,8454003,940111
14,2,1,C,2461820,270694
14,2,2,C,2456760,268649
14,2,3,C,3924550,433415
14,2,4,C,4025336,443464
14,2,5,C,4666082,514253
14,2,6,C,5893963,652554
14,2,7,C,5954102,660412
14,2,8,C,7124293,790750
14,2,9,C,8184706,908920
14,2,10,C,8958258,994980
14,3,1,C,1896835,207663
14,3,2,C,2507682,274406
14,3,3,C,3498112,384973
14,3,4,C,4852948,534657
14,3,5,C,5261260,579912
14,3,6,C,5805501,640276
14,3,7,C,6701458,742183
14,3,8,C,7859152,870706
14,3,9,C,8924939,989268
14,3,10,C,9614114,1066219
14,4,1,C,2536207,278144
14,4,2,C,2987451,326903
14,4,3,C,3806991,417822
14,4,4,C,4797916,528266
14,4,5,C,5914473,651426
14,4,6,C,6779011,747316
14,4,7,C,7421350,821764
14,4,8,C,8572778,949611
14,4,9,C,9785603,1084362
14,4,10,C,10950221,1213990
14,5,1,C,3573088,393810
14,5,2,C,3866176,424893
14,5,3,C,4204850,462184
14,5,4,C,5184319,571339
14,5,5,C,6648404,734078
14,5,6,C,8162309,900823
14,5,7,C,9450256,1041428
14,5,8,C,9999076,1101801
14,5,9,C,11324722,1248177
14,5,10,C,11871702,1309394
14,6,1,C,4094411,450838
14,6,2,C,4539594,499088
14,6,3,C,4873076,535641
14,6,4,C,5852015,644533
14,6,5,C,7320974,807901
14,6,6,C,7548638,832228
14,6,7,C,9802609,1081316
14,6,8,C,10974290,1210817
14,6,9,C,11901076,1311636
14,6,10,C,12765147,1409125
14,7,1,C,4285572,470926
14,7,2,C,4554694,499990
14,7,3,C,4788119,525220
14,7,4,C,5756115,632568
14,7,5,C,7962761,877541
14,7,6,C,8967927,987325
14,7,7,C,9939815,1096196
14,7,8,C,11255255,1241838
14,7,9,C,10848093,1195238
14,7,10,C,13325525,1469726
14,8,1,C,5644244,621977
14,8,2,C,5904035,649595
14,8,3,C,6649926,732090
14,8,4,C,7412366,816144
14,8,5,C,8839484,975047
14,8,6,C,10481109,1154463
14,8,7,C,11877968,1307801
14,8,8,C,12776989,1404348
14,8,9,C,14829515,1631142
14,8,10,C,16186797,1783151
14,9,1,C,5524914,608345
14,9,2,C,5651251,620823
14,9,3,C,6071580,666930
14,9,4,C,6724674,738924
14,9,5,C,7541597,829363
14,9,6,C,8269060,908769
14,9,7,C,9633589,1058775
14,9,8,C,11981611,1317767
14,9,9,C,13103351,1441142
14,9,10,C,14089281,1552422
14,10,1,C,5991029,659651
14,10,2,C,6228489,685170
14,10,3,C,6636262,729389
14,10,4,C,7183992,789362
14,10,5,C,7776893,854661
14,10,6,C,9220944,1014788
14,10,7,C,10448029,1150576
14,10,8,C,11486863,1264938
14,10,9,C,12364821,1361257
14,10,10,C,13064715,1436959
15,1,1,C,2146252,235777
15,1,2,C,1358795,146217
15,1,3,C,2290425,249478
15,1,4,C,2731058,298538
15,1,5,C,4008288,440531
15,1,6,C,4912424,541540
15,1,7,C,6248048,691237
15,1,8,C,6641746,734552
15,1,9,C,7966228,882240
15,1,10,C,9403801,1043075
15,2,1,C,1193414,129042
15,2,2,C,1941843,211232
15,2,3,C,3004339,328724
15,2,4,C,3414757,374464
15,2,5,C,4696440,516962
15,2,6,C,5613018,619143
15,2,7,C,6726710,742982
15,2,8,C,7224485,798574
15,2,9,C,8562568,947656
15,2,10,C,9951219,1102703
15,3,1,C,2140126,233594
15,3,2,C,2888925,315812
15,3,3,C,3950289,433114
15,3,4,C,4177673,458716
15,3,5,C,5458371,601045
15,3,6,C,6361996,701826
15,3,7,C,7466975,824708
15,3,8,C,7885958,871686
15,3,9,C,9201496,1018161
15,3,10,C,10590385,1173107
15,4,1,C,2470017,270204
15,4,2,C,3051232,334229
15,4,3,C,4007599,439964
15,4,4,C,4801626,526966
15,4,5,C,6088183,670042
15,4,6,C,6956500,767001
15,4,7,C,7984592,881099
15,4,8,C,8273352,913527
15,4,9,C,9594130,1060235
15,4,10,C,10976463,1214334
15,5,1,C,3142581,344879
15,5,2,C,3704629,406728
15,5,3,C,4603092,506052
15,5,4,C,5500671,604212
15,5,5,C,6790397,747550
15,5,6,C,7736687,853035
15,5,7,C,8729436,963139
15,5,8,C,8913477,983910
15,5,9,C,10229363,1130013
15,5,10,C,11613947,1284206
15,6,1,C,4157422,456998
15,6,2,C,4694541,515985
15,6,3,C,5586597,614729
15,6,4,C,6400001,703119
15,6,5,C,7649476,842058
15,6,6,C,8707383,959746
15,6,7,C,9704428,1070325
15,6,8,C,9905530,1093047
15,6,9,C,10894634,1201803
15,6,10,C,12353062,1364367
15,7,1,C,5679229,628896
15,7,2,C,6191931,684960
15,7,3,C,7054696,780369
15,7,4,C,7866626,868363
15,7,5,C,9001927,994442
15,7,6,C,10074409,1113598
15,7,7,C,11311979,1250076
15,7,8,C,10987229,1213088
15,7,9,C,12185250,1345340
15,7,10,C,13656189,1509197
15,8,1,C,6844739,758665
15,8,2,C,7352909,814163
15,8,3,C,8210576,908893
15,8,4,C,8967599,990870
15,8,5,C,10081854,1114187
15,8,6,C,11266232,1245578
15,8,7,C,12548512,1386530
15,8,8,C,11980076,1321785
15,8,9,C,13228773,1459986
15,8,10,C,14772986,1631744
15,9,1,C,7825753,866481
15,9,2,C,8345829,923229
15,9,3,C,9200071,1017489
15,9,4,C,9950406,1097998
15,9,5,C,11108848,1226608
15,9,6,C,12265888,1355134
15,9,7,C,13464068,1486523
15,9,8,C,13240921,1461678
15,9,9,C,14537065,1605206
15,9,10,C,15846614,1749927
15,10,1,C,7608303,841861
15,10,2,C,8065393,891569
15,10,3,C,8831696,976348
15,10,4,C,9640858,1064233
15,10,5,C,10535515,1162832
15,10,6,C,11468733,1266275
15,10,7,C,12968344,1432037
15,10,8,C,14076781,1554258
15,10,9,C,15667554,1732287
15,10,10,C,16793242,1856116
16,1,1,C,3969479,440911
16,1,2,C,3353723,368887
16,1,3,C,5271812,582421
16,1,4,C,5862493,648725
16,1,5,C,6747691,744724
16,1,6,C,7919232,874950
16,1,7,C,10067467,1114355
16,1,8,C,9798554,1086512
16,1,9,C,12651165,1403574
16,1,10,C,14222085,1576252
16,2,1,C,3386512,370593
16,2,2,C,5615209,622029
16,2,3,C,6565287,727802
16,2,4,C,6934614,768203
16,2,5,C,7528792,831227
16,2,6,C,9388522,1038485
16,2,7,C,11301746,1250439
16,2,8,C,10164724,1126177
16,2,9,C,13004593,1441232
16,2,10,C,14111722,1561938
16,3,1,C,5696412,628723
16,3,2,C,7484139,826662
16,3,3,C,7606811,838675
16,3,4,C,9055114,1000787
16,3,5,C,9259840,1020934
16,3,6,C,10774399,1189191
16,3,7,C,12955189,1431075
16,3,8,C,13788649,1526176
16,3,9,C,15626956,1731551
16,3,10,C,14271173,1577861
16,4,1,C,8447483,941363
16,4,2,C,7884655,877249
16,4,3,C,9151836,1016612
16,4,4,C,10919290,1212215
16,4,5,C,11882567,1316595
16,4,6,C,13088493,1449256
16,4,7,C,14889522,1647321
16,4,8,C,15939652,1765070
16,4,9,C,15396530,1703995
16,4,10,C,16790110,1855332
16,5,1,C,8756531,976986
16,5,2,C,10357383,1154923
16,5,3,C,11248496,1250328
16,5,4,C,13966721,1555866
16,5,5,C,14515189,1610593
16,5,6,C,13960131,1545945
16,5,7,C,16234752,1798246
16,5,8,C,17398225,1924524
16,5,9,C,17278053,1911478
16,5,10,C,20633569,2279680
16,6,1,C,6376788,707314
16,6,2,C,7062322,782385
16,6,3,C,8063151,892088
16,6,4,C,10107922,1121752
16,6,5,C,11311891,1253130
16,6,6,C,12779898,1415153
16,6,7,C,14321810,1584721
16,6,8,C,15456185,1713379
16,6,9,C,17123809,1897464
16,6,10,C,21671409,2401438
16,7,1,C,15998862,1789061
16,7,2,C,18471570,2064627
16,7,3,C,20437127,2279557
16,7,4,C,19611683,2181054
16,7,5,C,19941029,2214606
16,7,6,C,21403525,2376135
16,7,7,C,23578122,2616557
16,7,8,C,25595562,2844363
16,7,9,C,20347208,2257547
16,7,10,C,26622901,2953300
16,8,1,C,16761198,1868147
16,8,2,C,18797170,2094337
16,8,3,C,19526231,2169330
16,8,4,C,22561507,2510585
16,8,5,C,22691314,2519915
16,8,6,C,21286636,2359865
16,8,7,C,27098980,3007076
16,8,8,C,24486826,2717794
16,8,9,C,22502266,2495537
16,8,10,C,30778608,3415840
16,9,1,C,19853264,2215252
16,9,2,C,20583456,2292716
16,9,3,C,21485891,2386018
16,9,4,C,25085554,2790278
16,9,5,C,14480528,1606662
16,9,6,C,22078647,2455597
16,9,7,C,23064091,2562185
16,9,8,C,23803156,2642870
16,9,9,C,26768714,2972589
16,9,10,C,27713173,3074038
16,10,1,C,22290560,2485806
16,10,2,C,23688787,2637535
16,10,3,C,22772775,2530635
16,10,4,C,29505294,3287659
16,10,5,C,15733346,1743954
16,10,6,C,23984604,2664530
16,10,7,C,24125431,2674772
16,10,8,C,25268875,2802698
16,10,9,C,27571935,3057752
16,10,10,C,30149223,3345667
17,1,1,C,3235144,353847
17,1,2,C,3544997,391583
17,1,3,C,3193892,350570
17,1,4,C,5538188,613694
17,1,5,C,7521811,836720
17,1,6,C,9798444,1088884
17,1,7,C,10638255,1183116
17,1,8,C,11958308,1329682
17,1,9,C,13706537,1523126
17,1,10,C,12461660,1380760
17,2,1,C,1426571,152489
17,2,2,C,2125391,229394
17,2,3,C,3604979,395054
17,2,4,C,5954258,658607
17,2,5,C,7913483,878761
17,2,6,C,10236380,1136162
17,2,7,C,10956158,1216798
17,2,8,C,12318813,1368055
17,2,9,C,14024688,1556698
17,2,10,C,12827551,1419661
17,3,1,C,3339356,367480
17,3,2,C,4042127,444553
17,3,3,C,5176018,570747
17,3,4,C,7599878,842539
17,3,5,C,9291021,1032200
17,3,6,C,12356074,1375295
17,3,7,C,12261143,1361962
17,3,8,C,13351187,1482780
17,3,9,C,14587332,1617529
17,3,10,C,13612947,1505909
17,4,1,C,2896571,315700
17,4,2,C,3348046,364811
17,4,3,C,4207475,459774
17,4,4,C,5830474,641268
17,4,5,C,7752243,856503
17,4,6,C,9619028,1065741
17,4,7,C,11834400,1311820
17,4,8,C,13943960,1546761
17,4,9,C,15530989,1720906
17,4,10,C,14694210,1624982
17,5,1,C,3022851,329874
17,5,2,C,3525079,384602
17,5,3,C,4166537,455400
17,5,4,C,5210078,570154
17,5,5,C,6897255,759429
17,5,6,C,8216388,906393
17,5,7,C,9644840,1065028
17,5,8,C,11191219,1236363
17,5,9,C,13765359,1521121
17,5,10,C,15613012,1726446
17,6,1,C,3929292,430532
17,6,2,C,4433111,485384
17,6,3,C,5089962,557869
17,6,4,C,6067766,664665
17,6,5,C,7755901,853911
17,6,6,C,9203602,1015355
17,6,7,C,10802606,1192695
17,6,8,C,12235119,1350635
17,6,9,C,13944231,1541109
17,6,10,C,14853840,1638502
17,7,1,C,4925545,539518
17,7,2,C,5411696,592155
17,7,3,C,6056134,663158
17,7,4,C,7267198,797261
17,7,5,C,8992958,990541
17,7,6,C,10465167,1154608
17,7,7,C,12091332,1334713
17,7,8,C,13060419,1438752
17,7,9,C,15016419,1657281
17,7,10,C,15457264,1704251
17,8,1,C,6286916,690828
17,8,2,C,7090480,779200
17,8,3,C,7794283,856302
17,8,4,C,8597085,944779
17,8,5,C,10709446,1180699
17,8,6,C,12061020,1330276
17,8,7,C,13569697,1497454
17,8,8,C,14484987,1596546
17,8,9,C,17266292,1903558
17,8,10,C,17318171,1910140
17,9,1,C,7168328,791096
17,9,2,C,7853341,865644
17,9,3,C,8329758,917716
17,9,4,C,9368344,1032805
17,9,5,C,10891221,1201812
17,9,6,C,12065140,1332261
17,9,7,C,13191126,1455414
17,9,8,C,14307184,1577336
17,9,9,C,15577260,1717572
17,9,10,C,16267530,1792205
17,10,1,C,7737044,853462
17,10,2,C,8441930,930480
17,10,3,C,9138021,1006543
17,10,4,C,10018804,1103672
17,10,5,C,11481883,1266886
17,10,6,C,12292019,1355963
17,10,7,C,13538231,1493340
17,10,8,C,14823247,1634834
17,10,9,C,16628188,1834838
17,10,10,C,17668031,1947361
18,1,1,C,2673715,291098
18,1,2,C,3655529,400370
18,1,3,C,5171827,566876
18,1,4,C,7242814,797108
18,1,5,C,10122532,1123233
18,1,6,C,11001542,1212608
18,1,7,C,8847912,975170
18,1,8,C,11000424,1214874
18,1,9,C,13877905,1536166
18,1,10,C,14782845,1637237
18,2,1,C,3833485,420236
18,2,2,C,5464716,600843
18,2,3,C,6623894,727360
18,2,4,C,8581499,945272
18,2,5,C,11446159,1268803
18,2,6,C,12306915,1356748
18,2,7,C,10317719,1138694
18,2,8,C,12038415,1329457
18,2,9,C,15437566,1709698
18,2,10,C,16103845,1783650
18,3,1,C,5625171,618176
18,3,2,C,7567123,832756
18,3,3,C,8949919,984387
18,3,4,C,10814706,1193183
18,3,5,C,13847032,1537458
18,3,6,C,14466277,1595806
18,3,7,C,12464064,1375919
18,3,8,C,15004516,1657342
18,3,9,C,17136292,1900138
18,3,10,C,17180881,1901123
18,4,1,C,7665185,845041
18,4,2,C,9264841,1020982
18,4,3,C,11500088,1269113
18,4,4,C,12500486,1377849
18,4,5,C,14641763,1623424
18,4,6,C,18476703,2040482
18,4,7,C,13388302,1479557
18,4,8,C,16756488,1856647
18,4,9,C,19648217,2179881
18,4,10,C,18769824,2078529
18,5,1,C,10459444,1154320
18,5,2,C,10849606,1197802
18,5,3,C,12511899,1379472
18,5,4,C,15319809,1691898
18,5,5,C,18762695,2082538
18,5,6,C,22138392,2454905
18,5,7,C,17214483,1906894
18,5,8,C,20568520,2283423
18,5,9,C,21011999,2329376
18,5,10,C,22678833,2513081
18,6,1,C,13873122,1541181
18,6,2,C,14573777,1616699
18,6,3,C,15219825,1685514
18,6,4,C,19444928,2157006
18,6,5,C,23100731,2570186
18,6,6,C,25748564,2860475
18,6,7,C,19170527,2125859
18,6,8,C,22531392,2502814
18,6,9,C,22589629,2505164
18,6,10,C,24397783,2704575
18,7,1,C,16389931,1830041
18,7,2,C,17111984,1906079
18,7,3,C,18083501,2011514
18,7,4,C,21223792,2357562
18,7,5,C,23417802,2603948
18,7,6,C,26290915,2922350
18,7,7,C,18364257,2035169
18,7,8,C,20892298,2317485
18,7,9,C,19708948,2182080
18,7,10,C,27346114,3033422
18,8,1,C,10323294,1146248
18,8,2,C,11379506,1263466
18,8,3,C,12571681,1394682
18,8,4,C,13155357,1456914
18,8,5,C,25523306,2835293
18,8,6,C,15993826,1770282
18,8,7,C,20314116,2248943
18,8,8,C,22985892,2546461
18,8,9,C,21854366,2419110
18,8,10,C,22230387,2458128
18,9,1,C,11662146,1293040
18,9,2,C,12755282,1413939
18,9,3,C,14000472,1551349
18,9,4,C,13913681,1540223
18,9,5,C,17433361,1933894
18,9,6,C,17049757,1885160
18,9,7,C,18561485,2055376
18,9,8,C,20843485,2309805
18,9,9,C,23825625,2638724
18,9,10,C,24197103,2680972
18,10,1,C,24786718,2763525
18,10,2,C,28792128,3207993
18,10,3,C,28132094,3128393
18,10,4,C,30245328,3359999
18,10,5,C,30487578,3393022
18,10,6,C,34828054,3866178
18,10,7,C,22662853,2512861
18,10,8,C,25104140,2784602
18,10,9,C,27782866,3075886
18,10,10,C,32607978,3617845
19,1,1,C,3203952,351682
19,1,2,C,3466706,377240
19,1,3,C,2442399,264048
19,1,4,C,3045861,332293
19,1,5,C,2627921,284394
19,1,6,C,3433605,373402
19,1,7,C,4188982,457994
19,1,8,C,4982756,544904
19,1,9,C,6294842,690632
19,1,10,C,7338263,806249
19,2,1,C,5051743,557765
19,2,2,C,6554147,723340
19,2,3,C,3369788,366436
19,2,4,C,3886886,425205
19,2,5,C,3327585,361631
19,2,6,C,4107167,447812
19,2,7,C,4862740,532384
19,2,8,C,5629311,616270
19,2,9,C,6944572,762335
19,2,10,C,8254668,908691
19,3,1,C,6334045,700888
19,3,2,C,8008571,884856
19,3,3,C,5182258,568527
19,3,4,C,5231673,574433
19,3,5,C,4131600,450995
19,3,6,C,4640390,506626
19,3,7,C,5395926,591149
19,3,8,C,6116928,669912
19,3,9,C,7419049,814357
19,3,10,C,8456564,929354
19,4,1,C,9875009,1096884
19,4,2,C,11457956,1270356
19,4,3,C,7032602,773213
19,4,4,C,6493789,713203
19,4,5,C,5140069,562332
19,4,6,C,5469771,597995
19,4,7,C,6216157,681408
19,4,8,C,6851245,750568
19,4,9,C,8172082,897173
19,4,10,C,9206443,1011855
19,5,1,C,6165846,680956
19,5,2,C,6987247,771195
19,5,3,C,7516301,827942
19,5,4,C,7657165,843937
19,5,5,C,6149005,674727
19,5,6,C,6423618,704633
19,5,7,C,7152347,786046
19,5,8,C,7713454,846813
19,5,9,C,9028318,992760
19,5,10,C,10060241,1106806
19,6,1,C,8968240,991890
19,6,2,C,9905589,1094852
19,6,3,C,10335344,1140425
19,6,4,C,10033277,1108012
19,6,5,C,8075945,889746
19,6,6,C,8242476,907872
19,6,7,C,8967615,988746
19,6,8,C,9419913,1037508
19,6,9,C,10701951,1179796
19,6,10,C,11761927,1296956
19,7,1,C,10991835,1219381
19,7,2,C,11810505,1309064
19,7,3,C,12340678,1365529
19,7,4,C,11883847,1314433
19,7,5,C,9464998,1044093
19,7,6,C,9451442,1042251
19,7,7,C,10190051,1124484
19,7,8,C,10558325,1164049
19,7,9,C,11836560,1305789
19,7,10,C,12900419,1423280
19,8,1,C,10532606,1165946
19,8,2,C,11224408,1241682
19,8,3,C,12147933,1342873
19,8,4,C,13554525,1498529
19,8,5,C,10388726,1145056
19,8,6,C,10430346,1149406
19,8,7,C,11112638,1225113
19,8,8,C,11525847,1270087
19,8,9,C,12789147,1409812
19,8,10,C,14056939,1550103
19,9,1,C,11903701,1318278
19,9,2,C,12648092,1399870
19,9,3,C,13274876,1467719
19,9,4,C,14423586,1594550
19,9,5,C,11433621,1259724
19,9,6,C,11431776,1259872
19,9,7,C,12129514,1337196
19,9,8,C,12517653,1379174
19,9,9,C,13800292,1521430
19,9,10,C,14972017,1650988
19,10,1,C,16217973,1803515
19,10,2,C,16997951,1888528
19,10,3,C,17674957,1962356
19,10,4,C,18887087,2095874
19,10,5,C,14752876,1632141
19,10,6,C,13861564,1531509
19,10,7,C,14697379,1624053
19,10,8,C,14623180,1614083
19,10,9,C,15884353,1753014
19,10,10,C,16981917,1874241
20,1,1,C,4583409,500379
20,1,2,C,6245438,684950
20,1,3,C,6484040,712945
20,1,4,C,9741407,1075058
20,1,5,C,12838173,1421143
20,1,6,C,9655392,1071797
20,1,7,C,10306485,1142655
20,1,8,C,12408658,1376867
20,1,9,C,20798290,2314738
20,1,10,C,14653103,1624775
20,2,1,C,5380645,589734
20,2,2,C,8417765,925074
20,2,3,C,7747825,853087
20,2,4,C,11349653,1252475
20,2,5,C,14399918,1593571
20,2,6,C,10790426,1197158
20,2,7,C,11271901,1249658
20,2,8,C,13382026,1484655
20,2,9,C,22133425,2462160
20,2,10,C,15432113,1710838
20,3,1,C,7596106,836116
20,3,2,C,9386951,1032367
20,3,3,C,10026443,1105216
20,3,4,C,13154200,1452800
20,3,5,C,16956921,1877229
20,3,6,C,12326056,1366958
20,3,7,C,12566013,1392232
20,3,8,C,14644665,1623404
20,3,9,C,23787495,2644159
20,3,10,C,16899426,1873416
20,4,1,C,8312859,917336
20,4,2,C,13301064,1467181
20,4,3,C,13326643,1473174
20,4,4,C,14882935,1645267
20,4,5,C,16806408,1861031
20,4,6,C,14610208,1621151
20,4,7,C,14786768,1639920
20,4,8,C,16904709,1875143
20,4,9,C,26377622,2931644
20,4,10,C,19017727,2109370
20,5,1,C,12913240,1428270
20,5,2,C,12045301,1329833
20,5,3,C,14188953,1568410
20,5,4,C,18529139,2049442
20,5,5,C,21107731,2337414
20,5,6,C,18268168,2024503
20,5,7,C,16828074,1864615
20,5,8,C,18793589,2082057
20,5,9,C,28669987,3184103
20,5,10,C,20952414,2321724
20,6,1,C,15366312,1707284
20,6,2,C,15607188,1729073
20,6,3,C,17971935,1986785
20,6,4,C,23459813,2600132
20,6,5,C,24054317,2664201
20,6,6,C,19189805,2130657
20,6,7,C,19139736,2123069
20,6,8,C,20921261,2318267
20,6,9,C,31824458,3536537
20,6,10,C,23244582,2577100
20,7,1,C,15453002,1717028
20,7,2,C,16083842,1779449
20,7,3,C,17418476,1926902
20,7,4,C,20561839,2276845
20,7,5,C,21823906,2412316
20,7,6,C,19962624,2214520
20,7,7,C,19171691,2123611
20,7,8,C,20912433,2315676
20,7,9,C,32446750,3599608
20,7,10,C,22717792,2513820
20,8,1,C,19326164,2149265
20,8,2,C,20470710,2270736
20,8,3,C,20522326,2269116
20,8,4,C,23901092,2646664
20,8,5,C,25368563,2804636
20,8,6,C,23190143,2572742
20,8,7,C,21860983,2421764
20,8,8,C,23583936,2611380
20,8,9,C,34877550,3867095
20,8,10,C,25016118,2768417
20,9,1,C,17285514,1916558
20,9,2,C,18441386,2039873
20,9,3,C,20418000,2256611
20,9,4,C,21453468,2371884
20,9,5,C,24868486,2747243
20,9,6,C,26259159,2909464
20,9,7,C,23383869,2586162
20,9,8,C,24497123,2711008
20,9,9,C,34722331,3848003
20,9,10,C,26312548,2910417
20,10,1,C,20841347,2314528
20,10,2,C,21422032,2372166
20,10,3,C,22771038,2518857
20,10,4,C,25370007,2808513
20,10,5,C,27177437,3007729
20,10,6,C,28256328,3131538
20,10,7,C,25086517,2775169
20,10,8,C,25275956,2793942
20,10,9,C,38493151,4265642
20,10,10,C,27384439,3027762
